BookingID,Date,TeeTime,Course,Players,GreenFee,CartFee,FandB,TotalRevenue,BookingSource,CustomerType,Cancelled,Weather
TN002041,2025-11-23,09:10:00,Monument,3,251.76,99.15,0.0,854.43,Phone,Public,No,Clear
TN002042,2025-09-27,14:10:00,Pinnacle,3,110.25,95.08,0.0,425.83,Online,Public,No,Clear
TN002043,2025-01-10,11:50:00,Monument,3,260.72,105.7,0.0,887.86,Walk-up,Public,No,Clear
TN002044,2025-08-09,13:40:00,Pinnacle,4,122.32,130.69,208.9,828.87,Online,Public,No,Windy
TN002045,2025-03-04,10:30:00,Monument,4,193.54,129.21,0.0,903.37,Online,Member,No,Windy
TN002046,2025-03-12,09:50:00,Monument,2,244.87,70.22,113.01,672.97,Online,Public,No,Clear
TN002047,2025-12-14,09:50:00,Pinnacle,2,261.4,69.92,0.0,592.72,Online,Public,No,Windy
TN002048,2025-02-06,06:50:00,Pinnacle,3,259.73,91.29,132.59,1003.07,Online,Member,No,Clear
TN002049,2025-02-18,07:30:00,Monument,3,300.61,102.1,0.0,1003.93,Phone,Public,No,Cloudy
TN002050,2025-11-22,08:10:00,Pinnacle,2,298.57,66.98,0.0,664.12,Online,Public,No,Clear
TN002051,2025-08-30,09:20:00,Pinnacle,3,142.83,100.71,0.0,529.2,Phone,Public,No,Clear
TN002052,2025-09-07,13:30:00,Pinnacle,3,88.38,94.66,0.0,359.8,Online,Member,No,Clear
TN002053,2025-02-22,09:30:00,Monument,4,242.58,136.28,80.93,1187.53,Online,Public,No,Clear
TN002054,2025-11-26,11:40:00,Monument,3,189.82,94.06,58.68,722.2,Phone,Member,No,Clear
TN002055,2025-03-03,11:50:00,Pinnacle,3,288.82,101.49,45.79,1013.74,Phone,Public,No,Clear
TN002056,2025-06-22,07:30:00,Monument,4,132.92,126.97,0.0,658.65,Online,Member,No,Clear
TN002057,2025-02-10,06:50:00,Monument,1,318.96,40.0,0.0,0.0,Online,Public,Yes,Windy
TN002058,2025-03-18,06:40:00,Pinnacle,3,260.99,91.37,79.33,953.67,Phone,Member,No,Clear
TN002059,2025-07-12,07:40:00,Monument,2,169.02,68.2,0.0,406.24,Online,Public,No,Clear
TN002060,2025-08-10,08:50:00,Monument,3,131.46,105.73,142.35,642.46,Phone,ResortGuest,No,Windy
TN002061,2025-02-13,08:50:00,Monument,3,245.53,96.54,0.0,833.13,Phone,Member,No,Clear
TN002062,2025-03-23,13:20:00,Monument,2,208.04,68.8,51.14,536.02,Online,Public,No,Clear
TN002063,2025-02-15,10:30:00,Pinnacle,4,256.22,136.7,133.33,1294.91,Concierge,ResortGuest,No,Clear
TN002064,2025-04-06,07:40:00,Pinnacle,4,253.13,138.04,0.0,1150.56,Phone,Public,No,Clear
TN002065,2025-05-19,07:40:00,Pinnacle,3,167.11,105.72,0.0,607.05,Online,Public,No,Clear
TN002066,2025-09-13,08:20:00,Pinnacle,4,119.08,120.16,158.42,754.9,Phone,Member,No,Rain
TN002067,2025-12-27,07:40:00,Monument,4,294.98,140.6,181.7,1502.22,Online,Public,No,Clear
TN002068,2025-03-30,12:30:00,Monument,2,227.08,70.36,61.18,585.7,Online,Public,No,Clear
TN002069,2025-08-27,08:20:00,Pinnacle,3,120.64,90.81,0.0,0.0,Online,Member,Yes,Clear
TN002070,2025-12-14,12:40:00,Pinnacle,3,178.35,96.5,198.83,830.38,Online,Member,No,Clear
TN002071,2025-04-17,07:40:00,Pinnacle,3,257.67,98.14,75.5,946.65,Walk-up,Public,No,Clear
TN002072,2025-07-05,08:10:00,Pinnacle,3,155.87,101.07,89.13,657.81,Concierge,ResortGuest,No,Cloudy
TN002073,2025-02-19,07:50:00,Monument,2,241.72,69.82,0.0,553.26,Concierge,ResortGuest,No,Clear
TN002074,2025-12-17,07:50:00,Pinnacle,1,335.31,40.0,0.0,375.31,Online,Public,No,Clear
TN002075,2025-09-28,12:00:00,Pinnacle,3,155.12,104.8,0.0,0.0,Online,Public,Yes,Clear
TN002076,2025-02-24,08:00:00,Pinnacle,3,330.57,98.94,94.38,1185.03,Online,Public,No,Clear
TN002077,2025-02-22,09:10:00,Pinnacle,4,230.13,125.98,0.0,1046.5,Phone,Group,No,Cloudy
TN002078,2025-04-27,11:40:00,Pinnacle,4,202.33,130.88,176.19,1116.39,Online,Public,No,Clear
TN002079,2025-06-21,08:40:00,Pinnacle,4,137.3,138.58,0.0,687.78,Phone,ResortGuest,No,Clear
TN002080,2025-08-03,11:20:00,Pinnacle,4,115.92,122.04,108.28,694.0,Sales/Events,Group,No,Windy
TN002081,2025-11-01,15:10:00,Monument,4,185.01,119.38,175.69,1035.11,Walk-up,Public,No,Clear
TN002082,2025-02-02,10:20:00,Monument,3,213.04,101.61,78.77,819.5,Phone,ResortGuest,No,Cloudy
TN002083,2025-02-19,07:30:00,Monument,3,312.82,100.72,76.43,1115.61,Walk-up,Public,No,Clear
TN002084,2025-10-11,11:20:00,Monument,4,154.69,120.86,185.95,925.57,Phone,Group,No,Clear
TN002085,2025-09-13,11:10:00,Monument,4,141.48,138.92,0.0,704.84,Online,Public,No,Rain
TN002086,2025-02-10,11:50:00,Pinnacle,3,230.29,100.05,0.0,790.92,Concierge,ResortGuest,No,Clear
TN002087,2025-02-05,07:50:00,Pinnacle,4,275.18,123.51,0.0,1224.23,Sales/Events,Group,No,Clear
TN002088,2025-06-15,07:00:00,Monument,4,126.42,125.78,105.43,736.89,Sales/Events,Group,No,Clear
TN002089,2025-01-19,10:00:00,Pinnacle,2,226.66,62.92,0.0,516.24,Walk-up,Member,No,Cloudy
TN002090,2025-02-25,10:50:00,Pinnacle,4,195.07,123.29,0.0,0.0,Online,Member,Yes,Cloudy
TN002091,2025-03-23,13:30:00,Pinnacle,4,204.41,121.32,0.0,938.96,Sales/Events,Group,No,Cloudy
TN002092,2025-10-25,07:00:00,Pinnacle,4,203.52,130.0,169.46,1113.54,Sales/Events,Group,No,Clear
TN002093,2025-11-22,09:00:00,Pinnacle,3,303.16,104.95,0.0,1014.43,Phone,Public,No,Cloudy
TN002094,2025-12-14,07:10:00,Monument,3,251.37,91.33,0.0,0.0,Phone,Member,Yes,Clear
TN002095,2025-04-13,14:30:00,Monument,2,161.92,59.8,29.32,412.96,Online,Public,No,Clear
TN002096,2025-04-26,07:00:00,Pinnacle,2,228.23,66.78,83.81,607.05,Phone,ResortGuest,No,Clear
TN002097,2025-03-16,08:40:00,Pinnacle,3,329.47,100.88,0.0,1089.29,Online,Public,No,Clear
TN002098,2025-12-07,10:10:00,Monument,3,257.95,98.09,94.19,966.13,Online,Public,No,Clear
TN002099,2025-08-10,14:20:00,Pinnacle,3,106.35,92.81,157.39,569.25,Online,Public,No,Rain
TN002100,2025-02-01,08:30:00,Pinnacle,4,251.53,126.01,0.0,1132.13,Phone,Member,No,Cloudy
TN002101,2025-11-10,08:40:00,Pinnacle,2,336.93,65.37,0.0,739.23,Online,Public,No,Clear
TN002102,2025-05-14,09:20:00,Pinnacle,3,113.3,93.74,0.0,433.64,Online,Member,No,Clear
TN002103,2025-06-21,07:40:00,Pinnacle,3,137.82,105.64,0.0,519.1,Online,ResortGuest,No,Clear
TN002104,2025-04-20,08:20:00,Monument,4,226.58,140.85,225.43,1272.6,Online,Public,No,Clear
TN002105,2025-01-24,09:10:00,Pinnacle,4,253.33,141.29,0.0,1154.61,Concierge,ResortGuest,No,Clear
TN002106,2025-02-01,08:40:00,Pinnacle,3,239.68,91.49,0.0,810.53,Online,Member,No,Clear
TN002107,2025-03-08,06:50:00,Pinnacle,3,309.03,99.87,0.0,1026.96,Online,Public,No,Cloudy
TN002108,2025-01-04,08:50:00,Monument,4,262.48,137.18,0.0,1187.1,Online,ResortGuest,No,Cloudy
TN002109,2025-02-28,12:40:00,Pinnacle,2,206.37,66.08,83.85,562.67,Concierge,ResortGuest,No,Clear
TN002110,2025-11-02,07:20:00,Monument,4,285.46,139.19,180.98,1462.01,Online,Public,No,Cloudy
TN002111,2025-12-27,07:50:00,Monument,3,263.41,105.03,0.0,895.26,Phone,ResortGuest,No,Clear
TN002112,2025-12-07,11:50:00,Monument,4,205.16,127.64,229.41,1177.69,Phone,Member,No,Clear
TN002113,2025-11-24,10:20:00,Monument,4,247.6,140.85,0.0,1131.25,Phone,Public,No,Clear
TN002114,2025-04-06,14:10:00,Monument,3,138.69,94.45,55.26,565.78,Online,Public,No,Clear
TN002115,2025-01-11,07:40:00,Pinnacle,3,265.24,105.93,63.09,964.74,Concierge,ResortGuest,No,Clear
TN002116,2025-01-18,13:40:00,Pinnacle,2,224.42,68.93,47.06,564.83,Phone,Public,No,Clear
TN002117,2025-06-22,11:10:00,Monument,4,140.04,140.63,0.0,700.79,Walk-up,Public,No,Clear
TN002118,2025-05-19,08:20:00,Pinnacle,3,148.59,105.68,82.87,634.32,Phone,ResortGuest,No,Clear
TN002119,2025-02-19,10:50:00,Monument,4,205.31,124.08,152.23,1097.55,Online,Group,No,Clear
TN002120,2025-12-07,10:50:00,Monument,4,240.04,132.16,0.0,1092.32,Online,ResortGuest,No,Clear
TN002121,2025-03-07,13:50:00,Monument,4,236.0,131.68,149.86,1225.54,Online,Public,No,Clear
TN002122,2025-03-05,09:10:00,Pinnacle,3,283.18,105.71,135.65,1090.9,Online,Public,No,Clear
TN002123,2025-04-03,07:00:00,Pinnacle,2,265.67,65.43,86.97,683.74,Walk-up,Public,No,Clear
TN002124,2025-03-09,08:30:00,Monument,3,245.46,92.58,0.0,0.0,Online,Member,Yes,Clear
TN002125,2025-05-17,08:30:00,Monument,4,137.83,141.3,0.0,692.62,Concierge,ResortGuest,No,Clear
TN002126,2025-11-27,15:30:00,Pinnacle,2,168.23,57.54,0.0,0.0,Phone,Member,Yes,Clear
TN002127,2025-03-13,09:30:00,Monument,2,267.67,70.0,0.0,605.34,Phone,Public,No,Clear
TN002128,2025-02-23,15:00:00,Monument,3,191.73,89.19,95.53,759.91,Online,Public,No,Clear
TN002129,2025-01-18,08:50:00,Pinnacle,2,262.3,60.9,0.0,585.5,Online,Member,No,Clear
TN002130,2025-12-19,09:00:00,Monument,3,218.47,93.5,0.0,748.91,Phone,Member,No,Cloudy
TN002131,2025-06-28,09:30:00,Pinnacle,3,137.9,104.39,60.09,578.18,Online,Public,No,Clear
TN002132,2025-01-21,09:20:00,Monument,3,239.54,105.95,63.54,888.11,Online,Public,No,Clear
TN002133,2025-03-08,10:40:00,Monument,3,275.06,98.61,74.27,998.06,Phone,Public,No,Clear
TN002134,2025-02-06,07:00:00,Pinnacle,3,339.08,98.4,0.0,1115.64,Online,Public,No,Clear
TN002135,2025-02-26,06:50:00,Monument,4,277.0,138.99,180.78,1427.77,Online,ResortGuest,No,Clear
TN002136,2025-03-29,14:10:00,Pinnacle,3,146.61,87.01,59.13,585.97,Online,Member,No,Cloudy
TN002137,2025-09-29,10:40:00,Pinnacle,3,135.8,100.64,126.28,634.32,Online,Public,No,Clear
TN002138,2025-11-23,08:50:00,Pinnacle,4,263.08,137.92,0.0,1190.24,Concierge,ResortGuest,No,Clear
TN002139,2025-12-27,09:30:00,Pinnacle,4,292.74,131.28,0.0,1302.24,Walk-up,Public,No,Clear
TN002140,2025-11-22,07:20:00,Monument,3,284.91,98.78,0.0,953.51,Online,Public,No,Clear
TN002141,2025-12-09,07:20:00,Pinnacle,3,248.09,91.73,113.89,949.89,Walk-up,Member,No,Clear
TN002142,2025-05-18,13:40:00,Monument,3,122.89,102.26,126.65,597.58,Online,Public,No,Clear
TN002143,2025-09-14,11:50:00,Monument,3,117.95,103.0,84.28,541.13,Concierge,ResortGuest,No,Clear
TN002144,2025-12-16,07:00:00,Monument,4,293.03,138.55,208.4,1519.07,Walk-up,Public,No,Cloudy
TN002145,2025-12-25,06:40:00,Monument,3,301.78,101.96,142.93,1150.23,Online,Public,No,Clear
TN002146,2025-12-15,06:40:00,Monument,3,293.26,101.34,0.0,981.12,Online,Public,No,Clear
TN002147,2025-02-26,06:40:00,Monument,3,222.85,93.41,0.0,761.96,Online,Member,No,Clear
TN002148,2025-11-05,08:00:00,Monument,4,228.19,126.61,0.0,1039.37,Phone,Group,No,Clear
TN002149,2025-08-16,09:00:00,Pinnacle,4,119.35,128.97,206.13,812.5,Walk-up,Member,No,Cloudy
TN002150,2025-06-22,12:10:00,Pinnacle,2,132.42,67.2,0.0,332.04,Online,Public,No,Cloudy
TN002151,2025-12-05,10:00:00,Pinnacle,2,275.89,67.52,0.0,0.0,Walk-up,Public,Yes,Clear
TN002152,2025-07-20,12:50:00,Monument,2,113.59,68.3,0.0,295.48,Online,Public,No,Cloudy
TN002153,2025-07-07,14:00:00,Monument,1,118.88,40.0,36.91,195.79,Online,Public,No,Cloudy
TN002154,2025-11-01,08:30:00,Monument,3,233.69,95.98,0.0,797.05,Online,Member,No,Clear
TN002155,2025-01-15,07:20:00,Monument,4,248.68,141.14,201.93,1337.79,Phone,ResortGuest,No,Cloudy
TN002156,2025-07-06,08:30:00,Pinnacle,2,179.68,65.8,0.0,425.16,Online,Public,No,Cloudy
TN002157,2025-09-27,08:10:00,Monument,3,159.74,101.28,81.89,662.39,Walk-up,Public,No,Clear
TN002158,2025-08-03,10:00:00,Monument,3,140.99,101.49,0.0,524.46,Walk-up,Public,No,Rain
TN002159,2025-08-09,12:30:00,Pinnacle,3,119.29,105.85,0.0,463.72,Online,Public,No,Clear
TN002160,2025-05-24,07:10:00,Pinnacle,3,135.23,91.13,0.0,496.82,Walk-up,Member,No,Clear
TN002161,2025-01-30,07:10:00,Monument,3,299.32,98.39,186.0,1182.35,Phone,Public,No,Clear
TN002162,2025-12-28,08:20:00,Monument,2,304.96,67.8,0.0,677.72,Online,Public,No,Clear
TN002163,2025-04-20,07:40:00,Pinnacle,3,232.52,101.74,51.4,850.7,Online,Public,No,Cloudy
TN002164,2025-06-21,13:20:00,Pinnacle,3,118.33,102.62,133.41,591.02,Phone,Public,No,Clear
TN002165,2025-01-05,08:30:00,Monument,4,255.19,133.69,0.0,1154.45,Concierge,ResortGuest,No,Clear
TN002166,2025-12-21,09:40:00,Pinnacle,3,279.25,102.68,155.28,1095.71,Online,Public,No,Clear
TN002167,2025-01-31,08:20:00,Monument,3,311.61,105.82,0.0,1040.65,Phone,Public,No,Cloudy
TN002168,2025-09-21,08:40:00,Pinnacle,4,139.68,124.35,128.68,811.75,Sales/Events,Group,No,Clear
TN002169,2025-08-29,09:10:00,Pinnacle,3,144.14,102.42,0.0,534.84,Online,Public,No,Rain
TN002170,2025-12-21,08:10:00,Pinnacle,3,237.28,97.44,131.19,940.47,Online,Member,No,Clear
TN002171,2025-03-12,08:50:00,Monument,4,234.16,120.62,89.18,1146.44,Online,Member,No,Clear
TN002172,2025-03-03,11:20:00,Pinnacle,3,248.5,100.27,159.03,1004.8,Walk-up,Public,No,Clear
TN002173,2025-01-25,10:50:00,Monument,3,224.94,101.98,77.21,854.01,Concierge,ResortGuest,No,Clear
TN002174,2025-04-04,11:40:00,Monument,4,171.35,122.7,0.0,808.1,Walk-up,Member,No,Clear
TN002175,2025-10-12,06:40:00,Pinnacle,3,265.76,99.9,113.85,1011.03,Online,Public,No,Clear
TN002176,2025-11-22,08:30:00,Monument,3,236.38,90.31,0.0,799.45,Walk-up,Member,No,Clear
TN002177,2025-01-04,09:00:00,Monument,2,292.47,66.01,65.42,716.37,Online,Public,No,Clear
TN002178,2025-05-25,12:40:00,Pinnacle,4,97.83,128.21,120.68,640.21,Sales/Events,Group,No,Clear
TN002179,2025-03-26,08:30:00,Pinnacle,4,239.86,126.78,0.0,1086.22,Walk-up,Member,No,Clear
TN002180,2025-07-20,09:10:00,Pinnacle,4,115.19,127.89,130.81,719.46,Online,Member,No,Clear
TN002181,2025-10-25,14:00:00,Pinnacle,4,189.06,140.82,136.52,1033.58,Phone,Public,No,Windy
TN002182,2025-08-27,11:50:00,Pinnacle,3,151.71,102.48,0.0,557.61,Walk-up,Public,No,Cloudy
TN002183,2025-08-16,12:30:00,Pinnacle,4,130.63,139.11,0.0,661.63,Walk-up,Public,No,Clear
TN002184,2025-11-15,08:40:00,Pinnacle,3,335.03,104.13,0.0,1109.22,Online,Public,No,Clear
TN002185,2025-09-27,11:50:00,Monument,2,138.53,68.63,44.53,390.22,Online,Public,No,Cloudy
TN002186,2025-02-23,10:30:00,Monument,4,219.24,123.14,56.62,1056.72,Sales/Events,Group,No,Clear
TN002187,2025-10-13,11:30:00,Monument,3,171.1,101.35,103.04,717.69,Phone,ResortGuest,No,Clear
TN002188,2025-06-15,10:40:00,Monument,3,134.95,101.23,0.0,506.08,Online,Public,No,Clear
TN002189,2025-08-03,09:20:00,Pinnacle,4,151.56,130.95,0.0,737.19,Walk-up,Public,No,Cloudy
TN002190,2025-08-03,10:50:00,Monument,2,143.56,70.35,0.0,357.47,Online,Public,No,Clear
TN002191,2025-10-19,09:00:00,Monument,4,204.4,128.57,0.0,946.17,Sales/Events,Group,No,Cloudy
TN002192,2025-06-01,10:40:00,Pinnacle,3,125.17,105.53,0.0,481.04,Concierge,ResortGuest,No,Cloudy
TN002193,2025-05-03,13:10:00,Monument,2,124.83,66.21,89.0,404.87,Online,Public,No,Clear
TN002194,2025-02-03,11:50:00,Pinnacle,3,250.1,105.29,95.12,950.71,Online,Public,No,Clear
TN002195,2025-12-20,13:30:00,Monument,4,212.93,140.3,216.6,1208.62,Phone,Public,No,Cloudy
TN002196,2025-07-27,11:20:00,Pinnacle,4,136.09,137.1,0.0,681.46,Online,Public,No,Rain
TN002197,2025-01-18,09:00:00,Pinnacle,4,260.11,120.34,0.0,1160.78,Phone,Group,No,Clear
TN002198,2025-01-10,08:20:00,Pinnacle,3,306.18,101.76,59.45,1079.75,Phone,Public,No,Clear
TN002199,2025-01-09,11:50:00,Monument,2,257.47,68.11,0.0,583.05,Online,Public,No,Clear
TN002200,2025-02-22,11:00:00,Pinnacle,4,226.67,128.68,0.0,1035.36,Sales/Events,Group,No,Cloudy
TN002201,2025-04-10,06:30:00,Monument,4,248.37,133.99,0.0,1127.47,Online,Public,No,Clear
TN002202,2025-12-09,08:00:00,Pinnacle,3,247.38,93.57,60.26,895.97,Online,Member,No,Clear
TN002203,2025-01-16,12:00:00,Monument,4,256.72,134.04,205.85,1366.77,Online,Public,No,Clear
TN002204,2025-02-15,12:40:00,Pinnacle,4,185.15,123.83,72.2,936.63,Sales/Events,Group,No,Clear
TN002205,2025-12-13,15:10:00,Pinnacle,2,197.81,60.95,0.0,456.57,Online,Public,No,Clear
TN002206,2025-07-26,11:50:00,Pinnacle,2,142.21,65.34,0.0,349.76,Online,Public,No,Clear
TN002207,2025-09-11,07:10:00,Monument,4,166.83,137.82,0.0,805.14,Walk-up,Public,No,Cloudy
TN002208,2025-12-01,10:40:00,Pinnacle,1,257.85,40.0,47.52,345.37,Phone,Public,No,Clear
TN002209,2025-12-27,06:30:00,Pinnacle,4,237.42,128.13,181.15,1258.96,Phone,Member,No,Clear
TN002210,2025-07-26,11:40:00,Pinnacle,3,132.89,98.0,177.82,674.49,Online,Public,No,Rain
TN002211,2025-11-27,11:00:00,Monument,2,271.75,67.25,0.0,610.75,Online,Public,No,Windy
TN002212,2025-04-19,11:20:00,Pinnacle,3,187.95,99.77,129.59,793.21,Phone,ResortGuest,No,Cloudy
TN002213,2025-12-13,08:00:00,Monument,4,260.8,127.93,190.55,1361.68,Phone,Group,No,Cloudy
TN002214,2025-05-15,07:40:00,Monument,3,138.06,91.42,0.0,505.6,Phone,Group,No,Clear
TN002215,2025-01-26,11:30:00,Monument,4,220.88,131.4,0.0,1014.92,Concierge,ResortGuest,No,Clear
TN002216,2025-03-15,07:10:00,Monument,3,282.18,98.66,197.49,1142.69,Phone,Public,No,Clear
TN002217,2025-12-05,08:10:00,Monument,3,304.03,100.99,83.62,1096.7,Online,Public,No,Clear
TN002218,2025-11-01,11:10:00,Pinnacle,2,226.29,62.51,102.28,617.37,Online,Member,No,Clear
TN002219,2025-09-27,11:10:00,Pinnacle,4,115.52,129.63,68.19,659.9,Phone,Member,No,Clear
TN002220,2025-02-22,08:10:00,Pinnacle,4,293.29,134.43,0.0,1307.59,Online,Public,No,Clear
TN002221,2025-06-21,11:30:00,Monument,3,147.16,105.4,108.72,655.6,Walk-up,Public,No,Clear
TN002222,2025-12-05,08:50:00,Pinnacle,4,308.87,140.85,0.0,1376.33,Phone,Public,No,Clear
TN002223,2025-11-29,08:50:00,Monument,2,296.37,66.6,43.47,702.81,Phone,Public,No,Clear
TN002224,2025-07-13,06:50:00,Pinnacle,3,123.02,94.9,0.0,463.96,Online,Member,No,Clear
TN002225,2025-04-13,15:50:00,Pinnacle,4,161.22,119.29,0.0,764.17,Online,Public,No,Windy
TN002226,2025-03-01,12:10:00,Pinnacle,4,212.85,132.22,185.53,1169.15,Online,Public,No,Clear
TN002227,2025-11-13,07:10:00,Monument,2,308.14,67.05,78.05,761.38,Phone,Public,No,Windy
TN002228,2025-01-01,07:00:00,Pinnacle,4,291.35,132.22,0.0,0.0,Walk-up,Public,Yes,Clear
TN002229,2025-07-13,07:20:00,Pinnacle,4,136.21,134.6,0.0,679.44,Concierge,ResortGuest,No,Clear
TN002230,2025-02-02,08:20:00,Pinnacle,4,246.85,129.66,104.98,1222.04,Phone,Member,No,Clear
TN002231,2025-08-04,09:00:00,Monument,4,124.13,125.75,0.0,622.27,Online,Group,No,Rain
TN002232,2025-12-25,09:10:00,Monument,2,243.46,70.43,0.0,557.35,Online,Public,No,Clear
TN002233,2025-11-07,10:00:00,Pinnacle,4,279.58,140.38,0.0,1258.7,Walk-up,Public,No,Clear
TN002234,2025-11-09,06:30:00,Pinnacle,3,290.67,105.64,0.0,977.65,Walk-up,Public,No,Clear
TN002235,2025-05-11,11:00:00,Monument,3,148.46,101.89,103.12,650.39,Walk-up,Public,No,Clear
TN002236,2025-11-08,09:40:00,Pinnacle,4,194.33,123.94,0.0,901.26,Online,Member,No,Windy
TN002237,2025-08-05,08:20:00,Monument,3,163.37,100.56,0.0,0.0,Phone,Public,Yes,Cloudy
TN002238,2025-10-12,13:10:00,Pinnacle,2,193.0,65.6,0.0,451.6,Online,Public,No,Windy
TN002239,2025-01-31,08:40:00,Monument,2,251.42,70.09,0.0,572.93,Phone,ResortGuest,No,Clear
TN002240,2025-11-18,07:20:00,Monument,3,282.72,101.67,0.0,949.83,Online,Public,No,Clear
TN002241,2025-06-02,08:00:00,Pinnacle,3,171.8,102.75,0.0,618.15,Online,Public,No,Cloudy
TN002242,2025-01-25,08:20:00,Pinnacle,4,310.76,133.7,233.84,1610.58,Phone,Public,No,Clear
TN002243,2025-05-31,06:30:00,Pinnacle,4,143.3,122.42,0.0,0.0,Phone,Group,Yes,Windy
TN002244,2025-02-01,08:40:00,Pinnacle,4,298.9,136.7,105.8,1438.1,Online,Public,No,Clear
TN002245,2025-11-20,09:40:00,Pinnacle,2,244.22,70.64,105.08,664.16,Phone,ResortGuest,No,Windy
TN002246,2025-04-26,09:20:00,Monument,4,166.69,122.29,0.0,789.05,Sales/Events,Group,No,Clear
TN002247,2025-12-06,12:00:00,Monument,2,231.11,66.06,87.79,616.07,Concierge,ResortGuest,No,Clear
TN002248,2025-02-27,07:40:00,Pinnacle,3,249.34,90.34,0.0,838.36,Phone,Member,No,Clear
TN002249,2025-02-16,07:00:00,Pinnacle,3,289.2,105.23,80.81,1053.64,Phone,ResortGuest,No,Clear
TN002250,2025-09-14,11:00:00,Pinnacle,3,132.02,99.55,92.09,587.7,Online,Public,No,Windy
TN002251,2025-07-08,10:40:00,Pinnacle,3,133.76,104.22,176.15,681.65,Walk-up,Public,No,Clear
TN002252,2025-11-17,12:20:00,Pinnacle,3,173.76,93.36,0.0,614.64,Phone,Member,No,Windy
TN002253,2025-01-04,07:00:00,Pinnacle,3,333.42,102.27,0.0,1102.53,Online,Public,No,Clear
TN002254,2025-03-08,11:30:00,Pinnacle,3,289.42,102.1,0.0,970.36,Online,Public,No,Clear
TN002255,2025-01-04,07:50:00,Pinnacle,2,288.59,65.74,63.38,706.3,Phone,Public,No,Cloudy
TN002256,2025-06-30,15:10:00,Pinnacle,2,99.75,61.83,0.0,261.33,Online,Public,No,Clear
TN002257,2025-01-20,07:30:00,Monument,4,227.44,129.04,264.51,1303.31,Online,Member,No,Clear
TN002258,2025-11-25,08:10:00,Monument,3,244.55,93.65,116.63,943.93,Phone,Member,No,Cloudy
TN002259,2025-06-14,13:00:00,Pinnacle,3,128.55,98.78,0.0,484.43,Phone,Public,No,Cloudy
TN002260,2025-10-12,10:00:00,Monument,3,167.03,91.88,0.0,592.97,Online,Member,No,Cloudy
TN002261,2025-11-01,10:50:00,Pinnacle,2,278.09,69.74,75.49,701.41,Online,Public,No,Clear
TN002262,2025-11-07,06:40:00,Monument,4,239.8,124.58,204.86,1288.64,Sales/Events,Group,No,Clear
TN002263,2025-03-22,12:10:00,Monument,2,208.53,70.66,50.49,538.21,Online,Public,No,Clear
TN002264,2025-12-24,08:30:00,Monument,3,235.46,92.05,0.0,798.43,Walk-up,Member,No,Clear
TN002265,2025-02-23,08:10:00,Monument,4,239.09,120.84,248.75,1325.95,Phone,Member,No,Clear
TN002266,2025-03-03,14:40:00,Pinnacle,3,192.68,94.33,0.0,672.37,Online,Public,No,Cloudy
TN002267,2025-06-01,06:40:00,Pinnacle,4,166.91,132.22,0.0,799.86,Online,Public,No,Clear
TN002268,2025-03-05,13:10:00,Monument,4,188.86,130.84,95.62,981.9,Online,ResortGuest,No,Clear
TN002269,2025-03-30,09:50:00,Pinnacle,3,221.18,95.85,92.67,852.06,Online,Member,No,Clear
TN002270,2025-11-24,15:50:00,Monument,4,184.87,121.18,175.83,1036.49,Online,Public,No,Clear
TN002271,2025-12-06,08:00:00,Pinnacle,4,305.56,131.68,0.0,1353.92,Walk-up,Public,No,Clear
TN002272,2025-09-21,10:20:00,Pinnacle,3,126.39,103.83,0.0,483.0,Phone,ResortGuest,No,Windy
TN002273,2025-02-17,08:40:00,Monument,4,264.52,124.86,0.0,1182.94,Sales/Events,Group,No,Clear
TN002274,2025-12-15,09:40:00,Pinnacle,3,275.24,101.0,0.0,926.72,Online,Public,No,Clear
TN002275,2025-03-23,09:10:00,Pinnacle,4,218.89,124.63,0.0,1000.19,Online,Member,No,Clear
TN002276,2025-02-02,07:20:00,Pinnacle,3,288.35,103.9,0.0,968.95,Online,Public,No,Clear
TN002277,2025-07-05,11:50:00,Pinnacle,4,126.74,139.33,0.0,646.29,Concierge,ResortGuest,No,Clear
TN002278,2025-05-24,13:50:00,Pinnacle,3,116.04,105.41,0.0,453.53,Online,Public,No,Windy
TN002279,2025-05-10,08:10:00,Monument,2,129.29,60.27,43.96,362.81,Phone,Member,No,Clear
TN002280,2025-11-11,15:10:00,Pinnacle,3,173.55,91.16,0.0,0.0,Concierge,ResortGuest,Yes,Clear
TN002281,2025-02-08,07:50:00,Monument,4,305.5,140.52,190.87,1553.39,Online,Public,No,Clear
TN002282,2025-08-30,08:00:00,Monument,4,139.4,137.02,0.0,0.0,Concierge,ResortGuest,Yes,Rain
TN002283,2025-01-10,10:30:00,Monument,3,252.75,98.74,158.08,1015.07,Online,Public,No,Clear
TN002284,2025-07-19,14:00:00,Pinnacle,4,131.15,136.43,0.0,661.03,Online,Public,No,Rain
TN002285,2025-04-05,08:10:00,Pinnacle,3,229.12,98.11,0.0,785.47,Online,Public,No,Clear
TN002286,2025-04-16,07:50:00,Monument,2,168.54,64.74,98.86,500.68,Walk-up,Member,No,Clear
TN002287,2025-02-15,10:00:00,Monument,4,222.83,134.19,93.88,1119.39,Online,ResortGuest,No,Clear
TN002288,2025-05-24,08:20:00,Monument,3,146.7,101.44,0.0,541.54,Online,Public,No,Clear
